op,format,engine,regime,board,group,result_lane,e2e_evidence,measurement_state,disposition,cold,opponent_tier,opponent_symbol,correctness,run_id,freshness,tn_qualification,master_qualified,selection_valid,evidence_lane,source,citation_status
dequantize_row,iq3_s,rvv,micro-fixed,rvv,dequant,T3-kernel-cell,false,open,PASS,1.71,标量类,dequantize_row_iq3_s,unresolved,,unresolved,unqualified,false,false,none,,legacy-unlinked
dequantize_row,iq3_s,rvv,micro-fixed,k1,dequant,T3-kernel-cell,false,measured,PASS,1.86,标量类,dequantize_row_iq3_s,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=dequantize_row format=iq3_s engine=rvv regime=micro-fixed board=k1,legacy-unlinked
dequantize_row,iq4_nl,rvv,micro-fixed,rvv,dequant,T3-kernel-cell,false,open,PASS,5.51,标量类,dequantize_row_iq4_nl,unresolved,,unresolved,unqualified,false,false,none,,legacy-unlinked
dequantize_row,iq4_nl,rvv,micro-fixed,k1,dequant,T3-kernel-cell,false,measured,PASS,3.867,标量类,dequantize_row_iq4_nl,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=dequantize_row format=iq4_nl engine=rvv regime=micro-fixed board=k1,legacy-unlinked
dequantize_row,iq4_xs,rvv,micro-fixed,rvv,dequant,T3-kernel-cell,false,open,PASS,5.17,标量类,dequantize_row_iq4_xs,unresolved,,unresolved,unqualified,false,false,none,,legacy-unlinked
dequantize_row,iq4_xs,rvv,micro-fixed,k1,dequant,T3-kernel-cell,false,measured,PASS,3.151,标量类,dequantize_row_iq4_xs,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=dequantize_row format=iq4_xs engine=rvv regime=micro-fixed board=k1,legacy-unlinked
dequantize_row,mxfp4,rvv,micro-fixed,rvv,dequant,T3-kernel-cell,false,open,PASS,6.42,标量类,dequantize_row_mxfp4,unresolved,,unresolved,unqualified,false,false,none,,legacy-unlinked
dequantize_row,mxfp4,rvv,micro-fixed,k1,dequant,T3-kernel-cell,false,measured,PASS,3.13,标量类,dequantize_row_mxfp4,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=dequantize_row format=mxfp4 engine=rvv regime=micro-fixed board=k1,legacy-unlinked
dequantize_row,nvfp4,rvv,micro-fixed,rvv,dequant,T3-kernel-cell,false,open,PASS,0.8,标量类,dequantize_row_nvfp4,unresolved,,unresolved,unqualified,false,false,none,,legacy-unlinked
dequantize_row,nvfp4,rvv,micro-fixed,k1,dequant,T3-kernel-cell,false,measured,具名-X,0.716,标量类,dequantize_row_nvfp4,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=dequantize_row format=nvfp4 engine=rvv regime=micro-fixed board=k1,legacy-unlinked
dequantize_row,tq1_0,rvv,micro-fixed,rvv,dequant,T3-kernel-cell,false,open,PASS,1.05,标量类,dequantize_row_tq1_0,unresolved,,unresolved,unqualified,false,false,none,,legacy-unlinked
dequantize_row,tq1_0,rvv,micro-fixed,k1,dequant,T3-kernel-cell,false,measured,PASS,4.285,标量类,dequantize_row_tq1_0,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=dequantize_row format=tq1_0 engine=rvv regime=micro-fixed board=k1,legacy-unlinked
dequantize_row,tq2_0,rvv,micro-fixed,rvv,dequant,T3-kernel-cell,false,open,PASS,1.0,标量类,dequantize_row_tq2_0,unresolved,,unresolved,unqualified,false,false,none,,legacy-unlinked
dequantize_row,tq2_0,rvv,micro-fixed,k1,dequant,T3-kernel-cell,false,measured,PASS,4.232,标量类,dequantize_row_tq2_0,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=dequantize_row format=tq2_0 engine=rvv regime=micro-fixed board=k1,legacy-unlinked
gemm_tile,q4_0,rvv,decode,rvv,matmul,T3-kernel-cell,false,measured,PASS(decode-M1-GEVM),6.909,通用向量,ggml_vec_dot_q4_0_q8_0(block-dot),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q4_0 engine=rvv regime=decode board=rvv,legacy-unlinked
gemm_tile,q4_0,rvv,decode,k1,matmul,T3-kernel-cell,false,measured,PASS(decode-M1-GEVM),2.575,通用向量,block-dot,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q4_0 engine=rvv regime=decode board=k1,legacy-unlinked
gemm_tile,q4_0,rvv,prefill,rvv,matmul,T3-kernel-cell,false,measured,PASS,6.224,通用向量,ggml_vec_dot_q4_0_q8_0(block-dot),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q4_0 engine=rvv regime=prefill board=rvv,legacy-unlinked
gemm_tile,q4_0,rvv,prefill,k1,matmul,T3-kernel-cell,false,measured,PASS,3.5,通用向量,block-dot,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q4_0 engine=rvv regime=prefill board=k1,legacy-unlinked
gemm_tile,q4_1,rvv,decode,rvv,matmul,T3-kernel-cell,false,open,pending-fold,,通用向量,ggml_vec_dot_q4_1_q8_1(CROSSOP),unresolved,,unresolved,unqualified,false,false,none,,open
gemm_tile,q4_1,rvv,decode,k1,matmul,T3-kernel-cell,false,open,pending-fold,,通用向量,ggml_vec_dot_q4_1_q8_1(CROSSOP),unresolved,,unresolved,unqualified,false,false,none,,open
gemm_tile,q4_1,rvv,prefill,rvv,matmul,T3-kernel-cell,false,measured,PASS,6.105,通用向量,ggml_vec_dot_q4_1_q8_1(CROSSOP),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q4_1 engine=rvv regime=prefill board=rvv,legacy-unlinked
gemm_tile,q4_1,rvv,prefill,k1,matmul,T3-kernel-cell,false,measured,PASS,7.11,通用向量,ggml_vec_dot_q4_1_q8_1(CROSSOP),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q4_1 engine=rvv regime=prefill board=k1,legacy-unlinked
gemm_tile,q5_0,rvv,decode,rvv,matmul,T3-kernel-cell,false,measured,PASS(decode-M1-GEVM),0.947,通用向量,FLAT block-dot,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q5_0 engine=rvv regime=decode board=rvv,legacy-unlinked
gemm_tile,q5_0,rvv,decode,k1,matmul,T3-kernel-cell,false,measured,PASS-DEPLOYED(decode-GEVM·C1),1.205,通用向量,FLAT block-dot,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q5_0 engine=rvv regime=decode board=k1,legacy-unlinked
gemm_tile,q5_0,rvv,prefill,rvv,matmul,T3-kernel-cell,false,measured,PASS,1.232,通用向量,FLAT block-dot,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q5_0 engine=rvv regime=prefill board=rvv,legacy-unlinked
gemm_tile,q5_0,rvv,prefill,k1,matmul,T3-kernel-cell,false,measured,PASS,2.327,通用向量,FLAT block-dot,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q5_0 engine=rvv regime=prefill board=k1,legacy-unlinked
gemm_tile,q5_1,rvv,decode,rvv,matmul,T3-kernel-cell,false,measured,PASS(decode-M1-GEVM),1.09,通用向量,FLAT block-dot,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q5_1 engine=rvv regime=decode board=rvv,legacy-unlinked
gemm_tile,q5_1,rvv,decode,k1,matmul,T3-kernel-cell,false,measured,PASS-DEPLOYED(decode-GEVM·C1),1.317,通用向量,FLAT block-dot,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q5_1 engine=rvv regime=decode board=k1,legacy-unlinked
gemm_tile,q5_1,rvv,prefill,rvv,matmul,T3-kernel-cell,false,measured,PASS,1.412,通用向量,FLAT block-dot,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q5_1 engine=rvv regime=prefill board=rvv,legacy-unlinked
gemm_tile,q5_1,rvv,prefill,k1,matmul,T3-kernel-cell,false,measured,PASS,2.568,通用向量,FLAT block-dot,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q5_1 engine=rvv regime=prefill board=k1,legacy-unlinked
gemm_tile,q8_0,rvv,decode,rvv,matmul,T3-kernel-cell,false,open,pending-fold,,通用向量,FLAT block-dot,unresolved,,unresolved,unqualified,false,false,none,,open
gemm_tile,q8_0,rvv,decode,k1,matmul,T3-kernel-cell,false,open,pending-fold,,通用向量,FLAT block-dot,unresolved,,unresolved,unqualified,false,false,none,,open
gemm_tile,q8_0,rvv,prefill,rvv,matmul,T3-kernel-cell,false,measured,PASS,4.752,通用向量,FLAT block-dot,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q8_0 engine=rvv regime=prefill board=rvv,legacy-unlinked
gemm_tile,q8_0,rvv,prefill,k1,matmul,T3-kernel-cell,false,measured,PASS,1.48,通用向量,FLAT block-dot,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q8_0 engine=rvv regime=prefill board=k1,legacy-unlinked
gemm_tile,q1_0,rvv,prefill,rvv,matmul,T3-kernel-cell,false,open,域外-永久(q1_0),,域外,(Weft-internal),unresolved,,unresolved,unqualified,false,false,none,,open
gemm_tile,q1_0,rvv,prefill,k1,matmul,T3-kernel-cell,false,open,域外-永久(q1_0),,域外,(Weft-internal),unresolved,,unresolved,unqualified,false,false,none,,open
gemm_tile,q2_K,rvv,decode,rvv,matmul,T3-kernel-cell,false,measured,具名-X(decode-M1),0.0685,手调,ggml_vec_dot_q2_K_q8_K_vl128(CROSSOP),pass,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q2_K engine=rvv regime=decode board=rvv,legacy-unlinked
gemm_tile,q2_K,rvv,decode,k1,matmul,T3-kernel-cell,false,measured,PASS(decode-M1-GEVM),0.9585,手调,ggml_gemm_q2_K_8x8_q8_K(REAL),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q2_K engine=rvv regime=decode board=k1,legacy-unlinked
gemm_tile,q2_K,rvv,prefill,rvv,matmul,T3-kernel-cell,false,measured,PASS,1.112,手调,ggml_vec_dot_q2_K_q8_K_vl128(CROSSOP),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q2_K engine=rvv regime=prefill board=rvv,legacy-unlinked
gemm_tile,q2_K,rvv,prefill,k1,matmul,T3-kernel-cell,false,measured,PASS,1.364,手调,ggml_gemm_q2_K_8x8_q8_K(REAL),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q2_K engine=rvv regime=prefill board=k1,legacy-unlinked
gemm_tile,q3_K,rvv,decode,rvv,matmul,T3-kernel-cell,false,measured,具名-X(decode-M1),0.083,手调,ggml_vec_dot_q3_K_q8_K_vl128(CROSSOP),pass,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q3_K engine=rvv regime=decode board=rvv,legacy-unlinked
gemm_tile,q3_K,rvv,decode,k1,matmul,T3-kernel-cell,false,measured,具名-X(decode-M1),0.4252,手调,ggml_vec_dot_q3_K_q8_K_vl256(CROSSOP),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q3_K engine=rvv regime=decode board=k1,legacy-unlinked
gemm_tile,q3_K,rvv,prefill,rvv,matmul,T3-kernel-cell,false,measured,PASS,1.399,手调,ggml_vec_dot_q3_K_q8_K_vl128(CROSSOP),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q3_K engine=rvv regime=prefill board=rvv,legacy-unlinked
gemm_tile,q3_K,rvv,prefill,k1,matmul,T3-kernel-cell,false,measured,PASS,2.92,手调,ggml_vec_dot_q3_K_q8_K_vl256(CROSSOP),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q3_K engine=rvv regime=prefill board=k1,legacy-unlinked
gemm_tile,q4_K,rvv,decode,rvv,matmul,T3-kernel-cell,false,measured,具名-X(decode-M1),0.361,手调,ggml_vec_dot_q4_K_q8_K_vl128(CROSSOP),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q4_K engine=rvv regime=decode board=rvv,legacy-unlinked
gemm_tile,q4_K,rvv,decode,k1,matmul,T3-kernel-cell,false,measured,PASS(decode-M1-GEVM),1.535,手调,ggml_gemm_q4_K_16x1_q8_K(REAL),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q4_K engine=rvv regime=decode board=k1,legacy-unlinked
gemm_tile,q4_K,rvv,prefill,rvv,matmul,T3-kernel-cell,false,measured,PASS,1.114,手调,ggml_vec_dot_q4_K_q8_K_vl128(CROSSOP),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q4_K engine=rvv regime=prefill board=rvv,legacy-unlinked
gemm_tile,q4_K,rvv,prefill,k1,matmul,T3-kernel-cell,false,measured,PASS,1.187,手调,ggml_gemm_q4_K_16x1_q8_K(REAL),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q4_K engine=rvv regime=prefill board=k1,legacy-unlinked
gemm_tile,q5_K,rvv,decode,rvv,matmul,T3-kernel-cell,false,measured,具名-X(decode-M1),0.1273,通用向量,ggml_vec_dot_q5_K_q8_K(CROSSOP),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q5_K engine=rvv regime=decode board=rvv,legacy-unlinked
gemm_tile,q5_K,rvv,decode,k1,matmul,T3-kernel-cell,false,measured,具名-X(decode-M1),0.6806,手调,ggml_gemm_q5_K_8x4_q8_K(repack),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q5_K engine=rvv regime=decode board=k1,legacy-unlinked
gemm_tile,q5_K,rvv,prefill,rvv,matmul,T3-kernel-cell,false,measured,PASS,1.067,通用向量,ggml_vec_dot_q5_K_q8_K(CROSSOP),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q5_K engine=rvv regime=prefill board=rvv,legacy-unlinked
gemm_tile,q5_K,rvv,prefill,k1,matmul,T3-kernel-cell,false,measured,PASS,4.448,手调,ggml_gemm_q5_K_8x4_q8_K(repack),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q5_K engine=rvv regime=prefill board=k1,legacy-unlinked
gemm_tile,q6_K,rvv,decode,rvv,matmul,T3-kernel-cell,false,measured,具名-X(decode-M1),0.0535,手调,ggml_vec_dot_q6_K_q8_K_vl128(CROSSOP),pass,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q6_K engine=rvv regime=decode board=rvv,legacy-unlinked
gemm_tile,q6_K,rvv,decode,k1,matmul,T3-kernel-cell,false,measured,具名-X(decode-M1),0.3771,手调,ggml_gemm_q6_K_16x1_q8_K(repack),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q6_K engine=rvv regime=decode board=k1,legacy-unlinked
gemm_tile,q6_K,rvv,prefill,rvv,matmul,T3-kernel-cell,false,measured,PASS,0.96,手调,ggml_vec_dot_q6_K_q8_K_vl128(CROSSOP),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q6_K engine=rvv regime=prefill board=rvv,legacy-unlinked
gemm_tile,q6_K,rvv,prefill,k1,matmul,T3-kernel-cell,false,measured,PASS,1.769,手调,ggml_gemm_q6_K_16x1_q8_K(repack),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q6_K engine=rvv regime=prefill board=k1,legacy-unlinked
gemm_tile,iq1_s,rvv,prefill,rvv,matmul,T3-kernel-cell,false,open,具名-X,0.6643,标量类,ggml_vec_dot_iq1_s_q8_K_vl128(CROSSOP),unresolved,,unresolved,unqualified,false,false,none,,legacy-unlinked
gemm_tile,iq1_s,rvv,prefill,k1,matmul,T3-kernel-cell,false,open,PASS,1.3406,标量类,ggml_vec_dot_iq1_s_q8_K_vl256(CROSSOP),unresolved,,unresolved,unqualified,false,false,none,,legacy-unlinked
gemm_tile,iq1_m,rvv,prefill,rvv,matmul,T3-kernel-cell,false,open,具名-X,0.5713,标量类,ggml_vec_dot_iq1_m_q8_K_vl128(CROSSOP),unresolved,,unresolved,unqualified,false,false,none,,legacy-unlinked
gemm_tile,iq1_m,rvv,prefill,k1,matmul,T3-kernel-cell,false,open,PASS,1.7936,标量类,ggml_vec_dot_iq1_m_q8_K_vl256(CROSSOP),unresolved,,unresolved,unqualified,false,false,none,,legacy-unlinked
gemm_tile,iq2_xxs,rvv,decode,rvv,matmul,T3-kernel-cell,false,measured,具名-X(decode-M1),0.6,标量类,ggml scalar-ref(fallback),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=iq2_xxs engine=rvv regime=decode board=rvv,legacy-unlinked
gemm_tile,iq2_xxs,rvv,decode,k1,matmul,T3-kernel-cell,false,measured,PASS(decode-M1-GEVM),1.13,标量类,ggml scalar-ref(fallback),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=iq2_xxs engine=rvv regime=decode board=k1,legacy-unlinked
gemm_tile,iq2_xxs,rvv,prefill,rvv,matmul,T3-kernel-cell,false,measured,PASS,2.32,标量类,ggml scalar-ref(fallback),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=iq2_xxs engine=rvv regime=prefill board=rvv,legacy-unlinked
gemm_tile,iq2_xxs,rvv,prefill,k1,matmul,T3-kernel-cell,false,measured,PASS,1.4581,标量类,ggml scalar-ref(fallback),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=iq2_xxs engine=rvv regime=prefill board=k1,legacy-unlinked
gemm_tile,iq2_xs,rvv,decode,rvv,matmul,T3-kernel-cell,false,measured,PASS(decode-M1-GEVM),1.0,标量类,ggml scalar-ref(fallback),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=iq2_xs engine=rvv regime=decode board=rvv,legacy-unlinked
gemm_tile,iq2_xs,rvv,decode,k1,matmul,T3-kernel-cell,false,measured,PASS(decode-M1-GEVM),3.81,标量类,ggml scalar-ref(fallback),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=iq2_xs engine=rvv regime=decode board=k1,legacy-unlinked
gemm_tile,iq2_xs,rvv,prefill,rvv,matmul,T3-kernel-cell,false,measured,PASS,12.32,标量类,ggml scalar-ref(fallback),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=iq2_xs engine=rvv regime=prefill board=rvv,legacy-unlinked
gemm_tile,iq2_xs,rvv,prefill,k1,matmul,T3-kernel-cell,false,measured,PASS,1.1513,标量类,ggml scalar-ref(fallback),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=iq2_xs engine=rvv regime=prefill board=k1,legacy-unlinked
gemm_tile,iq2_s,rvv,decode,rvv,matmul,T3-kernel-cell,false,measured,PASS(decode-M1-GEVM),1.03,标量类,ggml scalar-ref(fallback),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=iq2_s engine=rvv regime=decode board=rvv,legacy-unlinked
gemm_tile,iq2_s,rvv,decode,k1,matmul,T3-kernel-cell,false,measured,PASS(decode-M1-GEVM),3.55,标量类,ggml scalar-ref(fallback),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=iq2_s engine=rvv regime=decode board=k1,legacy-unlinked
gemm_tile,iq2_s,rvv,prefill,rvv,matmul,T3-kernel-cell,false,measured,PASS,11.49,标量类,ggml scalar-ref(fallback),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=iq2_s engine=rvv regime=prefill board=rvv,legacy-unlinked
gemm_tile,iq2_s,rvv,prefill,k1,matmul,T3-kernel-cell,false,measured,PASS,1.3932,标量类,ggml scalar-ref(fallback),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=iq2_s engine=rvv regime=prefill board=k1,legacy-unlinked
gemm_tile,iq3_xxs,rvv,prefill,rvv,matmul,T3-kernel-cell,false,open,PASS,0.9484,标量类,ggml_vec_dot_iq3_xxs_q8_K_vl128(CROSSOP),unresolved,,unresolved,unqualified,false,false,none,,legacy-unlinked
gemm_tile,iq3_xxs,rvv,prefill,k1,matmul,T3-kernel-cell,false,open,PASS,1.3811,标量类,ggml_vec_dot_iq3_xxs_q8_K_vl256(CROSSOP),unresolved,,unresolved,unqualified,false,false,none,,legacy-unlinked
gemm_tile,iq3_s,rvv,prefill,rvv,matmul,T3-kernel-cell,false,open,PASS,1.3483,标量类,ggml_vec_dot_iq3_s_q8_K_vl128(CROSSOP),unresolved,,unresolved,unqualified,false,false,none,,legacy-unlinked
gemm_tile,iq3_s,rvv,prefill,k1,matmul,T3-kernel-cell,false,open,PASS,1.2074,标量类,ggml_vec_dot_iq3_s_q8_K_vl256(CROSSOP),unresolved,,unresolved,unqualified,false,false,none,,legacy-unlinked
gemm_tile,iq4_nl,rvv,decode,rvv,matmul,T3-kernel-cell,false,open,具名-X,0.234,通用向量,ggml_vec_dot_iq4_nl_q8_0_vl128(CROSSOP),unresolved,,unresolved,unqualified,false,false,none,,legacy-unlinked
gemm_tile,iq4_nl,rvv,decode,k1,matmul,T3-kernel-cell,false,open,具名-X(decode-M1),0.2493,通用向量,ggml_vec_dot_iq4_nl_q8_0_vl256(CROSSOP),unresolved,,unresolved,unqualified,false,false,none,,legacy-unlinked
gemm_tile,iq4_nl,rvv,prefill,rvv,matmul,T3-kernel-cell,false,open,具名-X,0.755,通用向量,ggml_vec_dot_iq4_nl_q8_0_vl128(CROSSOP),unresolved,,unresolved,unqualified,false,false,none,,legacy-unlinked
gemm_tile,iq4_nl,rvv,prefill,k1,matmul,T3-kernel-cell,false,open,具名-X,0.425,通用向量,ggml_vec_dot_iq4_nl_q8_0_vl256(CROSSOP),unresolved,,unresolved,unqualified,false,false,none,,legacy-unlinked
gemm_tile,iq4_xs,rvv,decode,rvv,matmul,T3-kernel-cell,false,measured,具名-X(decode-M1),0.63,标量类,ggml scalar-ref(fallback),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=iq4_xs engine=rvv regime=decode board=rvv,legacy-unlinked
gemm_tile,iq4_xs,rvv,decode,k1,matmul,T3-kernel-cell,false,measured,PASS(decode-M1-GEVM),0.93,标量类,ggml scalar-ref(fallback),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=iq4_xs engine=rvv regime=decode board=k1,legacy-unlinked
gemm_tile,iq4_xs,rvv,prefill,rvv,matmul,T3-kernel-cell,false,measured,PASS,3.15,标量类,ggml scalar-ref(fallback),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=iq4_xs engine=rvv regime=prefill board=rvv,legacy-unlinked
gemm_tile,iq4_xs,rvv,prefill,k1,matmul,T3-kernel-cell,false,measured,PASS,2.1,标量类,ggml scalar-ref(fallback),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=iq4_xs engine=rvv regime=prefill board=k1,legacy-unlinked
gemm_tile,mxfp4,rvv,decode,rvv,matmul,T3-kernel-cell,false,measured,PASS(decode-M1-GEVM),1.51,标量类,ggml scalar-ref(fallback),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=mxfp4 engine=rvv regime=decode board=rvv,legacy-unlinked
gemm_tile,mxfp4,rvv,decode,k1,matmul,T3-kernel-cell,false,measured,PASS(decode-M1-GEVM),0.94,标量类,ggml scalar-ref(fallback),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=mxfp4 engine=rvv regime=decode board=k1,legacy-unlinked
gemm_tile,mxfp4,rvv,prefill,rvv,matmul,T3-kernel-cell,false,measured,PASS,3.65,标量类,ggml scalar-ref(fallback),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=mxfp4 engine=rvv regime=prefill board=rvv,legacy-unlinked
gemm_tile,mxfp4,rvv,prefill,k1,matmul,T3-kernel-cell,false,measured,PASS,2.3,标量类,ggml scalar-ref(fallback),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=mxfp4 engine=rvv regime=prefill board=k1,legacy-unlinked
gemm_tile,nvfp4,rvv,prefill,rvv,matmul,T3-kernel-cell,false,open,pending-真(待补标量仗),,标量类,ggml scalar-ref(fallback·generic-C),unresolved,,unresolved,unqualified,false,false,none,,open
gemm_tile,nvfp4,rvv,prefill,k1,matmul,T3-kernel-cell,false,open,pending-真(待补标量仗),,标量类,ggml scalar-ref(fallback),unresolved,,unresolved,unqualified,false,false,none,,open
gemm_tile,tq1_0,rvv,decode,rvv,matmul,T3-kernel-cell,false,measured,PASS(decode-M1-GEVM),1.67,标量类,ggml scalar-ref(fallback),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=tq1_0 engine=rvv regime=decode board=rvv,legacy-unlinked
gemm_tile,tq1_0,rvv,decode,k1,matmul,T3-kernel-cell,false,measured,PASS(decode-M1-GEVM),1.99,标量类,ggml scalar-ref(fallback),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=tq1_0 engine=rvv regime=decode board=k1,legacy-unlinked
gemm_tile,tq1_0,rvv,prefill,rvv,matmul,T3-kernel-cell,false,measured,PASS,7.9,标量类,ggml scalar-ref(fallback),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=tq1_0 engine=rvv regime=prefill board=rvv,legacy-unlinked
gemm_tile,tq1_0,rvv,prefill,k1,matmul,T3-kernel-cell,false,measured,PASS,6.45,标量类,ggml scalar-ref(fallback),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=tq1_0 engine=rvv regime=prefill board=k1,legacy-unlinked
gemm_tile,tq2_0,rvv,decode,rvv,matmul,T3-kernel-cell,false,measured,PASS(decode-M1-GEVM),1.19,标量类,ggml scalar-ref(fallback),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=tq2_0 engine=rvv regime=decode board=rvv,legacy-unlinked
gemm_tile,tq2_0,rvv,decode,k1,matmul,T3-kernel-cell,false,measured,PASS(decode-M1-GEVM),1.59,标量类,ggml scalar-ref(fallback),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=tq2_0 engine=rvv regime=decode board=k1,legacy-unlinked
gemm_tile,tq2_0,rvv,prefill,rvv,matmul,T3-kernel-cell,false,measured,PASS,9.91,标量类,ggml scalar-ref(fallback),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=tq2_0 engine=rvv regime=prefill board=rvv,legacy-unlinked
