op,format,engine,regime,group,rvv_tier,rvv_disp,rvv_cold,rvv_opp_sym,rvv_note,k1_tier,k1_disp,k1_cold,k1_opp_sym,k1_note
gemm_tile,iq2_xs,rvv,decode,matmul,标量类,PASS(decode-M1-GEVM),1.0,ggml scalar-ref(fallback),待补标量仗 ·[decode-M1: decode·便宜档-scalar-ref·禁称硬赢],标量类,PASS(decode-M1-GEVM),3.81,ggml scalar-ref(fallback),待补标量仗 ·[decode-M1: decode·便宜档·k1 opp clang-bloat假象·禁称硬赢]
gemm_tile,iq2_xs,rvv,prefill,matmul,标量类,PASS,12.32,ggml scalar-ref(fallback),clang世界·opp=ggml scalar-ref(便宜档)·具名-X→PASS·大倍数=opp-clang编巨胖伪影(160ms)·便宜档禁称硬赢(A1§1·s1 12.32/s2 12.29),标量类,PASS,10.3,ggml scalar-ref(fallback),待补标量仗
gemm_tile,iq2_s,rvv,decode,matmul,标量类,PASS(decode-M1-GEVM),1.03,ggml scalar-ref(fallback),待补标量仗 ·[decode-M1: decode·便宜档],标量类,PASS(decode-M1-GEVM),3.55,ggml scalar-ref(fallback),待补标量仗 ·[decode-M1: decode·便宜档·clang-bloat假象·禁称硬赢]
gemm_tile,iq2_s,rvv,prefill,matmul,标量类,PASS,11.49,ggml scalar-ref(fallback),clang世界·opp=ggml scalar-ref(便宜档)·具名-X→PASS·大倍数=opp-clang编胖伪影(150ms)·便宜档禁称硬赢(A1§1·s1 11.49/s2 11.46),标量类,PASS,9.7,ggml scalar-ref(fallback),待补标量仗
gemm_tile,iq3_xxs,rvv,,matmul,标量类,PASS,0.9484,ggml_vec_dot_iq3_xxs_q8_K_vl128(CROSSOP),★P2 部署对手落账(ISSUE-004)·rvv 实跳 vl128 手调核·CROSSOP·tier=S 暂留[ISSUE-007]·verdict 见 P2_GRID4 ·[P2-grid4-prefill(部署对手): 部署 vl128(CROSSOP)·cold_X 0.9484(s1)/0.9545(s2)·near-parity vs 部署手调核(≥0.8·非硬赢·我方 ins15238 vs vl128 ins310)·便宜档 vs generic 2.71×【降披露·禁称硬赢】],标量类,具名-X,0.6474,ggml_vec_dot_iq3_xxs_q8_K_vl256(CROSSOP),★P2 部署对手落账·k1 实跳 vl256 手调核·CROSSOP·tier=S 暂留[ISSUE-007] ·[P2-grid4-prefill(部署对手): 部署 vl256(CROSSOP)·cold_X 0.6474(s1)/0.6481(s2)·墙=generic-aux32 ins15240/rvv12819 vs vl256 full-unroll ins314/rvv112(≈49×)·便宜档 vs generic 3.60×【降披露】]
gemm_tile,iq3_s,rvv,,matmul,标量类,PASS,1.3483,ggml_vec_dot_iq3_s_q8_K_vl128(CROSSOP),★P2 部署对手落账(ISSUE-004)·rvv 实跳 vl128 手调核·CROSSOP·tier=S 暂留[ISSUE-007]·verdict 见 P2_GRID4 ·[P2-grid4-prefill(部署对手): 部署 vl128(CROSSOP)·cold_X 1.3483(s1)/1.3429(s2)·beat 部署 vl128(对手 leaf 轻 ins105/rvv38·我方 repack-GEMM 摊销更好)·板间翻转候选(k1 输)·便宜档 vs generic 12.26×【降披露】],标量类,具名-X,0.6136,ggml_vec_dot_iq3_s_q8_K_vl256(CROSSOP),★P2 部署对手落账·k1 实跳 vl256 手调核·CROSSOP·tier=S 暂留[ISSUE-007] ·[P2-grid4-prefill(部署对手): 部署 vl256(CROSSOP)·cold_X 0.6136(s1)/0.6137(s2)·墙=generic-aux32 ins15144/rvv12702 vs vl256 full-unroll ins232/rvv126(≈65×)·同 leaf rvv 赢 k1 输=VLEN 专化满展开缺口·便宜档 vs generic 11.24×【降披露】]
gemm_tile,iq4_nl,rvv,decode,matmul,通用向量,pending-fold,,ggml_vec_dot_iq4_nl_q8_0_vl128(CROSSOP),measured anchor 0.217×·pending-fold·native-vec中,通用向量,具名-X(decode-M1),0.2493,ggml_vec_dot_iq4_nl_q8_0_vl256(CROSSOP),pending-fold ·[decode-M1: ★CROSSOP(我方 repack-GEVM vs 对手 per-column block-dot·非同算子硬赢)·s1 0.2493/s2 0.2490·N=25·2-seed·CI[0.2491—0.2498]·同算子 OPP-S ggml_gemv_iq4_nl_16x1_q8_0 = 0.1469(亦输)·ZERO-MODEL ours0/512 oppX0/512 oppS0/512 = 正确核(输性能非正确性)·★墙(完整环走完·机制级)=codebook-gather-bound: 我 64×vluxei16.v(走内存 codebook 数组 indexed gather) vs OPP-S 32×vrgather.vv(16 项 codebook 常驻向量寄存器的寄存器置换)·16 项平凡装入单寄存器→vrgather 是正确原语·vluxei16 每元素付访存端口往返且无法外提·叠加 vsetvli storm(我 260 vs 51)+2.5×指令量(724 vs 293)·双方 true_sp_spill=0(排除 spill 病)·可修(emitter 成熟度缺口): 需 codebook-size 键控 gather 原语选择(≤VLMAX 项走寄存器 vrgather·大 grid 才走 vluxei16)——与 [emitter-maturity-vluxei16] 方向相反(vluxei16 对 iq1_s 大 grid 是 win·对 16 项 tiny codebook 是 loss)→ 判别键=codebook 尺寸(C3′ 能力键控正例)·★部署成色=what-if(selector=block-dot-decline-vlen256-decode-measured-negative·出货走 block-dot·禁写成 k1 decode 部署输)·循环论证防线: registry DECLINE 由 0.248x 驱动·本轮独立复测 0.2493/0.2490 与 registry Negative 一致(未证伪)→ 无 canon 触发·selector/registry 不动]
gemm_tile,iq4_nl,rvv,prefill,matmul,通用向量,pending-fold,,ggml_vec_dot_iq4_nl_q8_0_vl128(CROSSOP),measured anchor 0.217×·pending-fold·native-vec中,通用向量,具名-X,0.6025,ggml_vec_dot_iq4_nl_q8_0_vl256(CROSSOP),pending-fold
gemm_tile,iq4_xs,rvv,decode,matmul,标量类,具名-X(decode-M1),0.63,ggml scalar-ref(fallback),待补标量仗 ·[decode-M1: decode near-parity·rvv named-X(单世界clang)·便宜档-scalar-ref·PR-17],标量类,PASS(decode-M1-GEVM),0.93,ggml scalar-ref(fallback),待补标量仗 ·[decode-M1: decode near-parity·便宜档-scalar-ref·禁称硬赢]
gemm_tile,iq4_xs,rvv,prefill,matmul,标量类,PASS,3.15,ggml scalar-ref(fallback),clang世界(单一编译器世界)·opp=ggml scalar-ref(便宜档)·具名-X→PASS·便宜档禁称硬赢(A1§1·s1 3.15/s2 3.11),标量类,PASS,2.1,ggml scalar-ref(fallback),待补标量仗
gemm_tile,mxfp4,rvv,decode,matmul,标量类,PASS(decode-M1-GEVM),1.51,ggml scalar-ref(fallback),待补标量仗 ·[decode-M1: decode·便宜档-scalar-ref·禁称硬赢],标量类,PASS(decode-M1-GEVM),0.94,ggml scalar-ref(fallback),待补标量仗 ·[decode-M1: decode near-parity·便宜档]
gemm_tile,mxfp4,rvv,prefill,matmul,标量类,PASS,3.65,ggml scalar-ref(fallback),clang世界·opp=ggml scalar-ref(便宜档)·具名-X→PASS·便宜档禁称硬赢(A1§1·s1 3.65/s2 3.66),标量类,PASS,2.3,ggml scalar-ref(fallback),待补标量仗
gemm_tile,nvfp4,rvv,,matmul,标量类,pending-真(待补标量仗),,ggml scalar-ref(fallback·generic-C),generic-C autovec→标量类·待补标量仗,标量类,pending-真(待补标量仗),,ggml scalar-ref(fallback),待补标量仗
gemm_tile,tq1_0,rvv,decode,matmul,标量类,PASS(decode-M1-GEVM),1.67,ggml scalar-ref(fallback),待补标量仗 ·[decode-M1: decode·便宜档(rvv-clang boundary 0.79 X footnote)],标量类,PASS(decode-M1-GEVM),1.99,ggml scalar-ref(fallback),待补标量仗 ·[decode-M1: decode·便宜档·禁称硬赢]
gemm_tile,tq1_0,rvv,prefill,matmul,标量类,PASS,7.9,ggml scalar-ref(fallback),clang世界·opp=ggml scalar-ref(便宜档)·具名-X→PASS·便宜档禁称硬赢(A1§1·s1 7.90/s2 7.93),标量类,PASS,6.45,ggml scalar-ref(fallback),待补标量仗
gemm_tile,tq2_0,rvv,decode,matmul,标量类,PASS(decode-M1-GEVM),1.19,ggml scalar-ref(fallback),待补标量仗 ·[decode-M1: decode·便宜档],标量类,PASS(decode-M1-GEVM),1.59,ggml scalar-ref(fallback),待补标量仗 ·[decode-M1: decode·便宜档·禁称硬赢]
gemm_tile,tq2_0,rvv,prefill,matmul,标量类,PASS,9.91,ggml scalar-ref(fallback),clang世界·opp=ggml scalar-ref(便宜档)·具名-X→PASS·ours vsetvl=8最简·便宜档禁称硬赢(A1§1·s1 9.91/s2 10.10),标量类,PASS,4.76,ggml scalar-ref(fallback),待补标量仗
gemm_tile,q4_0,ime,,matmul,N/A-hw,N/A-hw,,—,ime.present unsatisfiable on rvv(机判),手调,具名-X(IME-kernel-sym·vendor手调IME),0.196,stock IME q4_0 (vendor),vendor IME dispatch chip-specific→手调·成色:tie-stock 1.0088×(未真beat) ·[IME-kernel-sym: IME kernel-sym vs vendor手调IME核 gemm_kernel_i8i4(真硅vmadot)·输5.1×·墙=scale-fold epilogue未融进vmadot MAC·真硬件vendor正面度量负结果]
gemm_tile,q8_0,ime,,matmul,N/A-hw,N/A-hw,,—,ime.present unsatisfiable on rvv(机判),手调,pending(IME结构·该板无合法对手·q8_0落RVV-repack回退·缺vendor-IME对手·探针证据),,stock IME q8_0 (vendor),vendor IME dispatch chip-specific→手调·成色:beat-stock 2.233×(赢弱vendor) ·[IME-kernel-sym: q8_0不进vendor IME(dispatch ime.cpp:317仅q4_0/q4_1/q4_K)·落RVV-repack回退·结构无IME对手·探针证据·★坐实e2e q8_0@ime beat 0.984×=赢RVV-repack非赢IME]
gemm_tile,q4_K,ime,,matmul,N/A-hw,N/A-hw,,—,ime.present unsatisfiable on rvv(机判),手调,具名-X(IME-kernel-sym·vendor手调IME),0.049,stock IME q4_K (vendor),vendor IME dispatch chip-specific→手调·成色:黄0.909× super-block 传导稀释 ·[IME-kernel-sym: IME kernel-sym vs vendor IME·输20×·★C3′[PAT-1]format-keyed边界最锋利·gap随格式复杂度扩张(q4_0 5×→q4_K 20×·我方fold随super-block暴涨25→110ms·vendor单核塞所有格式4.9→5.5ms)]
rms_norm,f32,,,forward,通用向量,PASS,1.24,ggml_compute_forward_rms_norm_f32,native RVV m8 vec_scale + scalar-dbl reduce·HYBRID·BORDERLINE,通用向量,PASS,1.336,ggml_compute_forward_rms_norm_f32,HYBRID·native-vec-light
softmax,f32,,,forward,通用向量,PASS,1.007,ggml_vec_soft_max_f32,exported ggml手写RVV intrinsic·expf reduce,通用向量,PASS,1.004,ggml_vec_soft_max_f32,leaf 手写intrinsic·wrapper scalar-setup
rope,f32,,,forward,标量类,PASS,1.013,ggml_compute_forward_rope_f32,scalar cos/sin cache 2-pass + autovec rotate→标量类,标量类,PASS,0.982,ggml_compute_forward_rope_f32,mostly-scalar→标量类
silu,f32,,,forward,通用向量,PASS,0.997,ggml_vec_silu_f32,exported ggml手写RVV intrinsic·sigmoid/expf 向量化,通用向量,PASS,1.012,ggml_vec_silu_f32,手写intrinsic
scale,f32,,,forward,通用向量,PASS,0.998,ggml_vec_scale_f32(vec.h:703),NATIVE RVV m8 vfmul_vf 手写intrinsic·byte-identical algo,通用向量,PASS,0.917,ggml_vec_scale_f32,native RVV m8·板异emit较轻但同源intrinsic
gelu,f32,,,forward,标量类,PASS,0.141,ggml_table_gelu_f16(BSS-LUT),A2 f16-LUT同档重比done·WIN 1.116×·便宜档表查·同档调度胜·非硬赢·0ULP,标量类,PASS,0.247,ggml_table_gelu_f16(BSS-LUT),A2同档重比done·PARITY 0.957×·memory-bound near-parity·便宜档
add,f32,,,forward,标量类,PASS,0.967,ggml_vec_add_f32(vec.h:89),AVX2-only vec path·RV落scalar loop→autovec→标量类,标量类,PASS,1.209,ggml_vec_add_f32,scalar loop autovec→标量类
mul,f32,,,forward,标量类,PASS,0.963,ggml_vec_mul_f32(vec.h:127),pure scalar loop→autovec→标量类,标量类,PASS,1.189,ggml_vec_mul_f32,autovec→标量类
cpy,f32,,,forward,标量类,PASS,0.987,ggml_vec_cpy_f32(vec.h:119),pure scalar loop→autovec/memcpy→标量类,标量类,PASS,1.108,ggml_compute_forward_dup_cpy,scalar/memcpy-stream→标量类
