vec_dot|tq1_0|constructed-super-block-grid|arity2|micro-fixed,tq1_0-q8-k-block-dot,mechanism,constructed-strong,experiments/active/format-micro-rvv-vlen128/export_provenance.txt (re-exported pinned HEAD 0ca224f7 zfh-merge; hw-fp16 fcvt.s.h),xcheck DIVERGENT ours!=factory FNV (fold-order-or-decode diff; reconciliation pending),lmul=n_a(super-block-no-LMUL-knob)/vlen=128,yes(board llvm-objdump-17: 0 __extendhfsf2 / 1 fcvt.s.h hw-fp16-per-block; zfh packager rv64gcv_zvfh @ RVVTargetSupportBundle.cpp:1811/2219),n_a,n_a,n_a(super-block-no-LMUL-knob),open(dual-board-hash-tool-pending),format_micro_opponent.sh_compile->ggml_vec_dot_tq1_0_q8_K@/home/ubuntu/vericurve-rv-lab/llama.cpp,factory,0.2184x(median-ns/block;factory/ours;N=12;oversized-pool:256MiB),n_a(factory==algmatched-for-IQ-grid),pending-board,latency/compute-bound(9%-of-read-ceiling),open,open,open,open,open(blocked_by_SEL),INVALID[protocol-defect:compiler-asymmetry clang-O2-ours(clang-17) vs gcc-O3-factory(gcc-12.3.1);fingerprint-missing-both-sides-compiler+flags;ratio混淆kernel与compiler质量;禁作结论/叙事/立项依据;上轮7of8-LOSS叙事VOID;re-measurable-same-toolchain-both-sides] prior-measured-note:(LOSS ours 4.58x slower; ALSO output-divergent ours!=factory; cache-cold wset256MB>3xL3; preflight4/4; KERNEL-micro-only),rvv-VLEN128-clang-version-17.0.6-march=rv64gcv_zfh_zvfh_zba_zbb_zbs_zicbop_zihintpause-core8-pool256MiB,2026-07-07-lineA-batch2b-zfh-rerun,tools/e2e-harness/board/format_micro_{opponent.sh;driver.c;paired.sh} + experiments/active/format-micro-rvv-vlen128/rvv_paired_raw_batch2b_zfh.txt,0x2832bb78ddc6eab7
# ===== 2026-07-07 lineA-batch2c (裁决一.3) — rvv/VLEN128 FORMAT-MICRO PAIRED PERF: COMPLIANT SYMMETRIC TOOLCHAIN. SUPERSEDES the 8 batch2b(0ca224f7) INVALID rows above (kept for record; compiler-asymmetry). =====
# COMPLIANCE FIX: both head-to-head-timed vec_dot rebuilt with ONE identical toolchain — riscv64-unknown-linux-gnu-gcc/g++ (GCC) 15.2.0, -O3 -march=rv64gcv_zfh_zvfh_zba_zbb_zbs -mabi=lp64d. ours .comment == factory .comment == "GCC: (GNU) 15.2.0"; Tag_RISCV_arch BYTE-IDENTICAL both sides. PREFLIGHT(0) toolchain-symmetry OK (compiler OK / opt OK O3-both / march HARD OK / march SOFT OK) — NO caveat, NO refuse. This ISOLATES code diff, not compiler diff (the batch2b defect).
# TOOLCHAIN RATIONALE: directive named gcc-12.3.1 but on this board system gcc-12.3.1 (openEuler) has NO riscv_vector.h and rejects _Float16 + the zvfh march (cannot build EITHER side); clang-17 lacks ggml's tuple intrinsics (cannot build factory). The RVV+fp16+tuple-capable GCC installed is gcc-15.2.0 (SpacemiT fork) — used SYMMETRICALLY for both timed sides. LINK/driver compiler = clang-17 (uniform whole-exe, NON-biasing per PREFLIGHT(3); gcc-15.2.0 cross has no libgomp.spec for the harness -fopenmp; timed-object machine code is 100% gcc-15.2.0).
# METHOD: HEAD ffcfcf80 via baseline.sh cached detached-worktree tcrv-opt/translate (main tree + build/ UNTOUCHED, no git stash). OURS = constructed super-block block-dot EmitC C (riscv_vector.h + _Float16), captured host-side (clang-wrapper snapshot of the exact CppEmitter source the object route feeds clang) then compiled ON BOARD g++-15.2.0 -O3 (0 __extendhfsf2 / 1 fcvt.s.h; kernel sym DEFINED-T). FACTORY = ggml dispatched ggml_vec_dot_<fmt>_q8_K from pinned llama.cpp (arch/riscv/quants.c defines all 8 + generic quants.c *_generic fallbacks) gcc-15.2.0 -O3 same march, ld -r merged, 8/8 DEFINED-T (禁手填). Cache-hygiene POOL_MIB=256 => working_set ~268MB > 3xL3(64MB)=192MB DRAM-cold; N=12 median+IQR; interleaved cold; CORE=8; ROOFLINE_READ_GBS=5.237.
# RESULT (factory/ours; >1 => OURS faster): iq3_s 0.2804 LOSS | iq2_s 0.4772 LOSS | iq2_xs 0.3293 LOSS | iq2_xxs 0.7796 LOSS | iq3_xxs 0.1583 LOSS | iq4_xs 0.7178 LOSS(divergent) | tq2_0 0.2311 LOSS | tq1_0 0.5505 LOSS(divergent). => 8/8 LOSS; NONE a [PERF-1] eight-gate beat. The batch2b iq4_xs "1.4556 ratio>1" EVAPORATES on the fair toolchain (0.7178 LOSS) => it was a compiler-asymmetry artifact, not a kernel win. All latency/compute-bound (4-29% of the 5.237 GB/s read ceiling) = KERNEL-micro only, NOT the bandwidth-bound e2e regime. Correctness: 6/8 ours==factory FNV bit-match cold-random (incl. both sealed iq2_xxs/iq3_xxs); iq4_xs+tq1_0 DIVERGE (same set as batch2b; stable fold-order/decode diff). HONEST READ: on a fully fair footing our constructed super-block decode LOSES to ggml hand-tuned arch/riscv IQ/TQ intrinsics on the compute-micro axis at every format; loss reported as-is, no beat. Raw: experiments/active/format-micro-rvv-vlen128/rvv_paired_raw_batch2c.txt
# GAP-1 TRIAGE (裁决一.4; per-cell objdump ours-vs-factory, NO L-7 aggregate): 8/8 = missing_pattern, each with a DISTINCT named emitter-maturity sub-pattern + objdump fingerprint -> T8_winloss_gap_ledger.csv rows format-micro-<fmt>-q8k-block-dot-batch2c; full evidence experiments/active/format-micro-rvv-vlen128/gap_triage_batch2c/objdump_gap_triage.txt (+ disasm/<fmt>.{ours,factory_vl128}.objdump.txt). Key per-cell: iq3_xxs(worst 6.32x)=fraclmul-2elem-scalarization+220-vsetvli-storm; iq3_s/iq2_s/iq2_xs/iq2_xxs=per-subblock-gather-not-batched(gap tracks AVL=2 count; iq2_xxs mildest=0 AVL=2); iq4_xs=codebook-LUT-gather-not-batched(16 vrgather vs 1); tq2_0=LMUL-over-widen-regfile-spill(4 whole-reg spill in loop, fewer static insns yet 4.33x); tq1_0=ternary-unpack-scratch-roundtrip. NONE physical -> all construction-queue emitter targets. NOTE factory public ggml_vec_dot_<fmt>_q8_K is a VLEN-dispatch trampoline (csrr vlenb -> _vl128/_vl256 workers); timed factory = _vl128.isra.0.
# NUMERICS TRIAGE (2 divergent cells; 3-way vs ggml scalar *_generic oracle, 50k-block sweep): BOTH NON-DEFECT, NO fix task. iq4_xs = numeric-contract(fold-order): ours ULP0 vs oracle 50000/50000, FACTORY-vl128 reassociates off oracle 28140/50000 maxULP26621 -> ours is the FAITHFUL side (cf. sealed q5_K). tq1_0 = numeric-contract+harness-caliber: ours ULP0 vs oracle every regime. Evidence experiments/active/format-micro-rvv-vlen128/gap_triage_batch2c/numerics_triage_divergent.txt.
vec_dot|iq3_s|constructed-super-block-grid|arity2|micro-fixed,iq3_s-q8-k-block-dot,mechanism,constructed-strong,experiments/active/format-micro-rvv-vlen128/export_provenance.txt (EmitC C captured @pinned HEAD ffcfcf80 via baseline.sh cached; ours+factory gcc-15.2.0 -O3 identical-march),xcheck ours==factory FNV bit-match on cold-random (fold-order-identical); full-oracle pending,lmul=n_a(super-block-no-LMUL-knob)/vlen=128,yes(board objdump: ours 0 __extendhfsf2 / 1 fcvt.s.h hw-fp16; both sides GCC 15.2.0 .comment + byte-identical Tag_RISCV_arch),n_a,n_a,n_a(super-block-no-LMUL-knob),open(dual-board-hash-tool-pending),ggml_vec_dot_iq3_s_q8_K@/home/ubuntu/vericurve-rv-lab/llama.cpp (arch/riscv+generic quants.c gcc-15.2.0 -O3 ld-r merged 8/8 DEFINED-T),factory,0.2804x(median-ns/block;factory/ours;ours 3.57x slower;N=12;oversized-pool:256MiB),n_a(factory==algmatched-for-IQ-grid),pending-board,latency/compute-bound(4%-of-read-ceiling),open,open,open,open,open(blocked_by_SEL),measured-symmetric-fair(preflight 5/5 incl PREFLIGHT(0)-toolchain-symmetry;both-sides gcc-15.2.0 -O3 identical-march;link=clang-17-uniform;cache-cold wset268MB>3xL3=192MB;N=12;KERNEL-micro-only-not-e2e;SUPERSEDES-batch2b-INVALID),rvv-VLEN128-TIMED-gcc-15.2.0-O3-march=rv64gcv_zfh_zvfh_zba_zbb_zbs-LINK-clang17.0.6-core8-pool256MiB,2026-07-07-lineA-batch2c-symmetric-gcc1520,experiments/active/format-micro-rvv-vlen128/perf_result_batch2c_symmetric.txt + rvv_paired_raw_batch2c.txt,0xa7ac6f6a97893e43
vec_dot|iq2_s|constructed-super-block-grid|arity2|micro-fixed,iq2_s-q8-k-block-dot,mechanism,constructed-strong,experiments/active/format-micro-rvv-vlen128/export_provenance.txt (EmitC C captured @pinned HEAD ffcfcf80 via baseline.sh cached; ours+factory gcc-15.2.0 -O3 identical-march),xcheck ours==factory FNV bit-match on cold-random (fold-order-identical); full-oracle pending,lmul=n_a(super-block-no-LMUL-knob)/vlen=128,yes(board objdump: ours 0 __extendhfsf2 / 1 fcvt.s.h hw-fp16; both sides GCC 15.2.0 .comment + byte-identical Tag_RISCV_arch),n_a,n_a,n_a(super-block-no-LMUL-knob),open(dual-board-hash-tool-pending),ggml_vec_dot_iq2_s_q8_K@/home/ubuntu/vericurve-rv-lab/llama.cpp (arch/riscv+generic quants.c gcc-15.2.0 -O3 ld-r merged 8/8 DEFINED-T),factory,0.4772x(median-ns/block;factory/ours;ours 2.10x slower;N=12;oversized-pool:256MiB),n_a(factory==algmatched-for-IQ-grid),pending-board,latency/compute-bound(16%-of-read-ceiling),open,open,open,open,open(blocked_by_SEL),measured-symmetric-fair(preflight 5/5 incl PREFLIGHT(0)-toolchain-symmetry;both-sides gcc-15.2.0 -O3 identical-march;link=clang-17-uniform;cache-cold wset268MB>3xL3=192MB;N=12;KERNEL-micro-only-not-e2e;SUPERSEDES-batch2b-INVALID),rvv-VLEN128-TIMED-gcc-15.2.0-O3-march=rv64gcv_zfh_zvfh_zba_zbb_zbs-LINK-clang17.0.6-core8-pool256MiB,2026-07-07-lineA-batch2c-symmetric-gcc1520,experiments/active/format-micro-rvv-vlen128/perf_result_batch2c_symmetric.txt + rvv_paired_raw_batch2c.txt,0xa429d0000817e5b3
vec_dot|iq2_xs|constructed-super-block-grid|arity2|micro-fixed,iq2_xs-q8-k-block-dot,mechanism,constructed-strong,experiments/active/format-micro-rvv-vlen128/export_provenance.txt (EmitC C captured @pinned HEAD ffcfcf80 via baseline.sh cached; ours+factory gcc-15.2.0 -O3 identical-march),xcheck ours==factory FNV bit-match on cold-random (fold-order-identical); full-oracle pending,lmul=n_a(super-block-no-LMUL-knob)/vlen=128,yes(board objdump: ours 0 __extendhfsf2 / 1 fcvt.s.h hw-fp16; both sides GCC 15.2.0 .comment + byte-identical Tag_RISCV_arch),n_a,n_a,n_a(super-block-no-LMUL-knob),open(dual-board-hash-tool-pending),ggml_vec_dot_iq2_xs_q8_K@/home/ubuntu/vericurve-rv-lab/llama.cpp (arch/riscv+generic quants.c gcc-15.2.0 -O3 ld-r merged 8/8 DEFINED-T),factory,0.3293x(median-ns/block;factory/ours;ours 3.04x slower;N=12;oversized-pool:256MiB),n_a(factory==algmatched-for-IQ-grid),pending-board,latency/compute-bound(8%-of-read-ceiling),open,open,open,open,open(blocked_by_SEL),measured-symmetric-fair(preflight 5/5 incl PREFLIGHT(0)-toolchain-symmetry;both-sides gcc-15.2.0 -O3 identical-march;link=clang-17-uniform;cache-cold wset268MB>3xL3=192MB;N=12;KERNEL-micro-only-not-e2e;SUPERSEDES-batch2b-INVALID),rvv-VLEN128-TIMED-gcc-15.2.0-O3-march=rv64gcv_zfh_zvfh_zba_zbb_zbs-LINK-clang17.0.6-core8-pool256MiB,2026-07-07-lineA-batch2c-symmetric-gcc1520,experiments/active/format-micro-rvv-vlen128/perf_result_batch2c_symmetric.txt + rvv_paired_raw_batch2c.txt,0x66bea62c2a142347
vec_dot|iq2_xxs|constructed-super-block-grid|arity2|micro-fixed,iq2_xxs-q8-k-block-dot,mechanism,constructed-strong,experiments/active/format-micro-rvv-vlen128/export_provenance.txt (EmitC C captured @pinned HEAD ffcfcf80 via baseline.sh cached; ours+factory gcc-15.2.0 -O3 identical-march),byte-exact(sealed;silicon-validation-batch-2;ULP=0) + xcheck ours==factory FNV bit-match cold-random,lmul=n_a(super-block-no-LMUL-knob)/vlen=128,yes(board objdump: ours 0 __extendhfsf2 / 1 fcvt.s.h hw-fp16; both sides GCC 15.2.0 .comment + byte-identical Tag_RISCV_arch),n_a,n_a,n_a(super-block-no-LMUL-knob),open(dual-board-hash-tool-pending),ggml_vec_dot_iq2_xxs_q8_K@/home/ubuntu/vericurve-rv-lab/llama.cpp (arch/riscv+generic quants.c gcc-15.2.0 -O3 ld-r merged 8/8 DEFINED-T),factory,0.7796x(median-ns/block;factory/ours;ours 1.28x slower;N=12;oversized-pool:256MiB),n_a(factory==algmatched-for-IQ-grid),pending-board,latency/compute-bound(7%-of-read-ceiling),open,open,open,open,open(blocked_by_SEL),measured-symmetric-fair(preflight 5/5 incl PREFLIGHT(0)-toolchain-symmetry;both-sides gcc-15.2.0 -O3 identical-march;link=clang-17-uniform;cache-cold wset268MB>3xL3=192MB;N=12;KERNEL-micro-only-not-e2e;SUPERSEDES-batch2b-INVALID),rvv-VLEN128-TIMED-gcc-15.2.0-O3-march=rv64gcv_zfh_zvfh_zba_zbb_zbs-LINK-clang17.0.6-core8-pool256MiB,2026-07-07-lineA-batch2c-symmetric-gcc1520,experiments/active/format-micro-rvv-vlen128/perf_result_batch2c_symmetric.txt + rvv_paired_raw_batch2c.txt,0xee1a4371fd39c437
vec_dot|iq3_xxs|constructed-super-block-grid|arity2|micro-fixed,iq3_xxs-q8-k-block-dot,mechanism,constructed-strong,experiments/active/format-micro-rvv-vlen128/export_provenance.txt (EmitC C captured @pinned HEAD ffcfcf80 via baseline.sh cached; ours+factory gcc-15.2.0 -O3 identical-march),byte-exact(sealed;silicon-validation-batch-2;ULP=0) + xcheck ours==factory FNV bit-match cold-random,lmul=n_a(super-block-no-LMUL-knob)/vlen=128,yes(board objdump: ours 0 __extendhfsf2 / 1 fcvt.s.h hw-fp16; both sides GCC 15.2.0 .comment + byte-identical Tag_RISCV_arch),n_a,n_a,n_a(super-block-no-LMUL-knob),open(dual-board-hash-tool-pending),ggml_vec_dot_iq3_xxs_q8_K@/home/ubuntu/vericurve-rv-lab/llama.cpp (arch/riscv+generic quants.c gcc-15.2.0 -O3 ld-r merged 8/8 DEFINED-T),factory,0.1583x(median-ns/block;factory/ours;ours 6.32x slower;N=12;oversized-pool:256MiB),n_a(factory==algmatched-for-IQ-grid),pending-board,latency/compute-bound(4%-of-read-ceiling),open,open,open,open,open(blocked_by_SEL),measured-symmetric-fair(preflight 5/5 incl PREFLIGHT(0)-toolchain-symmetry;both-sides gcc-15.2.0 -O3 identical-march;link=clang-17-uniform;cache-cold wset268MB>3xL3=192MB;N=12;KERNEL-micro-only-not-e2e;SUPERSEDES-batch2b-INVALID),rvv-VLEN128-TIMED-gcc-15.2.0-O3-march=rv64gcv_zfh_zvfh_zba_zbb_zbs-LINK-clang17.0.6-core8-pool256MiB,2026-07-07-lineA-batch2c-symmetric-gcc1520,experiments/active/format-micro-rvv-vlen128/perf_result_batch2c_symmetric.txt + rvv_paired_raw_batch2c.txt,0x57c409b6723bce43
vec_dot|iq4_xs|constructed-super-block-grid|arity2|micro-fixed,iq4_xs-q8-k-block-dot,mechanism,constructed-strong,experiments/active/format-micro-rvv-vlen128/export_provenance.txt (EmitC C captured @pinned HEAD ffcfcf80 via baseline.sh cached; ours+factory gcc-15.2.0 -O3 identical-march),xcheck DIVERGENT-RESOLVED-NONDEFECT: ours ULP0 vs ggml scalar *_generic oracle 50000/50000 blocks; factory-vl128 REASSOCIATES off oracle 28140/50000 maxULP26621 => numeric-contract(fold-order) ours=faithful-side NOT our-defect [gap_triage_batch2c/numerics_triage_divergent.txt],lmul=n_a(super-block-no-LMUL-knob)/vlen=128,yes(board objdump: ours 0 __extendhfsf2 / 1 fcvt.s.h hw-fp16; both sides GCC 15.2.0 .comment + byte-identical Tag_RISCV_arch),n_a,n_a,n_a(super-block-no-LMUL-knob),open(dual-board-hash-tool-pending),ggml_vec_dot_iq4_xs_q8_K@/home/ubuntu/vericurve-rv-lab/llama.cpp (arch/riscv+generic quants.c gcc-15.2.0 -O3 ld-r merged 8/8 DEFINED-T),factory,0.7178x(median-ns/block;factory/ours;ours 1.39x slower;N=12;oversized-pool:256MiB),n_a(factory==algmatched-for-IQ-grid),pending-board,latency/compute-bound(29%-of-read-ceiling),open,open,open,open,open(blocked_by_SEL),measured-symmetric-fair(preflight 5/5 incl PREFLIGHT(0)-toolchain-symmetry;both-sides gcc-15.2.0 -O3 identical-march;link=clang-17-uniform;cache-cold wset268MB>3xL3=192MB;N=12;KERNEL-micro-only-not-e2e;SUPERSEDES-batch2b-INVALID);OUTPUT-DIVERGENT(ours!=factory 0xf1423a9ccef83fc3;ratio-carries-divergence-caveat),rvv-VLEN128-TIMED-gcc-15.2.0-O3-march=rv64gcv_zfh_zvfh_zba_zbb_zbs-LINK-clang17.0.6-core8-pool256MiB,2026-07-07-lineA-batch2c-symmetric-gcc1520,experiments/active/format-micro-rvv-vlen128/perf_result_batch2c_symmetric.txt + rvv_paired_raw_batch2c.txt,0x8d7f728f596bb503
vec_dot|tq2_0|constructed-super-block-grid|arity2|micro-fixed,tq2_0-q8-k-block-dot,mechanism,constructed-strong,experiments/active/format-micro-rvv-vlen128/export_provenance.txt (EmitC C captured @pinned HEAD ffcfcf80 via baseline.sh cached; ours+factory gcc-15.2.0 -O3 identical-march),xcheck ours==factory FNV bit-match on cold-random (fold-order-identical); full-oracle pending,lmul=n_a(super-block-no-LMUL-knob)/vlen=128,yes(board objdump: ours 0 __extendhfsf2 / 1 fcvt.s.h hw-fp16; both sides GCC 15.2.0 .comment + byte-identical Tag_RISCV_arch),n_a,n_a,n_a(super-block-no-LMUL-knob),open(dual-board-hash-tool-pending),ggml_vec_dot_tq2_0_q8_K@/home/ubuntu/vericurve-rv-lab/llama.cpp (arch/riscv+generic quants.c gcc-15.2.0 -O3 ld-r merged 8/8 DEFINED-T),factory,0.2311x(median-ns/block;factory/ours;ours 4.33x slower;N=12;oversized-pool:256MiB),n_a(factory==algmatched-for-IQ-grid),pending-board,latency/compute-bound(14%-of-read-ceiling),open,open,open,open,open(blocked_by_SEL),measured-symmetric-fair(preflight 5/5 incl PREFLIGHT(0)-toolchain-symmetry;both-sides gcc-15.2.0 -O3 identical-march;link=clang-17-uniform;cache-cold wset268MB>3xL3=192MB;N=12;KERNEL-micro-only-not-e2e;SUPERSEDES-batch2b-INVALID),rvv-VLEN128-TIMED-gcc-15.2.0-O3-march=rv64gcv_zfh_zvfh_zba_zbb_zbs-LINK-clang17.0.6-core8-pool256MiB,2026-07-07-lineA-batch2c-symmetric-gcc1520,experiments/active/format-micro-rvv-vlen128/perf_result_batch2c_symmetric.txt + rvv_paired_raw_batch2c.txt,0xad50907816a02f17
vec_dot|tq1_0|constructed-super-block-grid|arity2|micro-fixed,tq1_0-q8-k-block-dot,mechanism,constructed-strong,experiments/active/format-micro-rvv-vlen128/export_provenance.txt (EmitC C captured @pinned HEAD ffcfcf80 via baseline.sh cached; ours+factory gcc-15.2.0 -O3 identical-march),xcheck DIVERGENT-RESOLVED-NONDEFECT: ours ULP0 vs ggml scalar *_generic oracle every regime (0/50000); same fp-op structure as bit-exact sibling tq2_0 => numeric-contract+harness-caliber NOT our-defect [gap_triage_batch2c/numerics_triage_divergent.txt],lmul=n_a(super-block-no-LMUL-knob)/vlen=128,yes(board objdump: ours 0 __extendhfsf2 / 1 fcvt.s.h hw-fp16; both sides GCC 15.2.0 .comment + byte-identical Tag_RISCV_arch),n_a,n_a,n_a(super-block-no-LMUL-knob),open(dual-board-hash-tool-pending),ggml_vec_dot_tq1_0_q8_K@/home/ubuntu/vericurve-rv-lab/llama.cpp (arch/riscv+generic quants.c gcc-15.2.0 -O3 ld-r merged 8/8 DEFINED-T),factory,0.5505x(median-ns/block;factory/ours;ours 1.82x slower;N=12;oversized-pool:256MiB),n_a(factory==algmatched-for-IQ-grid),pending-board,latency/compute-bound(21%-of-read-ceiling),open,open,open,open,open(blocked_by_SEL),measured-symmetric-fair(preflight 5/5 incl PREFLIGHT(0)-toolchain-symmetry;both-sides gcc-15.2.0 -O3 identical-march;link=clang-17-uniform;cache-cold wset268MB>3xL3=192MB;N=12;KERNEL-micro-only-not-e2e;SUPERSEDES-batch2b-INVALID);OUTPUT-DIVERGENT(ours!=factory 0xfc5951359d5fea87;ratio-carries-divergence-caveat),rvv-VLEN128-TIMED-gcc-15.2.0-O3-march=rv64gcv_zfh_zvfh_zba_zbb_zbs-LINK-clang17.0.6-core8-pool256MiB,2026-07-07-lineA-batch2c-symmetric-gcc1520,experiments/active/format-micro-rvv-vlen128/perf_result_batch2c_symmetric.txt + rvv_paired_raw_batch2c.txt,0x2832bb78ddc6eab7
# ===== 2026-07-06 D-board-return SEALED (snapshot 5c010b2b) — rvv/VLEN128 q4_0 e2e, MEASURED-SEALED. Board-A MIRROR of T3_B lineA-batch1 (fills the dual-board table: board A=VLEN128 WIN, board B=VLEN256 parity/GAP). This is the flagship [PERF-1] claim under 8-gate accounting = 5/8 PASS; ②VLEN256-lit + ③k1-objdump + ④amdahl/multi-prompt PENDING -> see experiments/active/result-tables/T-PERF1_q4_0_vlen128_prefill_8gate.md. board=rvv openEuler VLEN128, 4thr cores 8-11, 2.6GHz 0%span, gcc-15.2.0 full-march, SPEC bzip2 co-tenant captured in floor. ratio col = e2e A/B (ours/stock). =====
# NOTE: 5.92x = constructed-era headline (ours-emitted GEMM be66c917); the routing-era cell rvv-SEALED-q4_0-vlen128-fullmarch reads 5.08x for the SAME comparability spine (capability-routing engages ggml's OWN tiled repack) — the two are NOT additive (gemm-constructed-sealed MANIFEST §6.1). L1 = capability-keyed path-selection (repack-vs-blockdot routing), NOT faster codegen. Beat wording LOCKED per [NG-4] until ②③④ close.
q4_0|q4_0|repack-gemm|e2e-prefill-pp128|n10-paired,constructed-gemm-deployed(be66c917 typed_repack_gemm_loop_body),mechanism,constructed-strong,tcrv-llamacpp/build-gcc15-rv64gcv (deployed constructed q4_0 REPACK GEMM prefill; front-door lowerToRepackGemm),greedy-token-sealed(3/3 A==B)+FMA-fold-bounded-ULP(silicon-validation-gemm),repack-m1/vlen=128,yes(mattr-decoded fingerprint vwmacc512/vle8-242/vfwmul.vf21=repack-mechanism; objdump_fingerprint.txt),n_a,n_a,n_a,n_a,llama.cpp-upstream-native build-gcc15-rv64gcv (unpatched upstream ggml block-dot; git f3e1828),factory-block-dot,5.9195x-e2e-prefill(ours 31.0/stock 5.237 t/s; DIFFERENCE; CI[5.91,5.934]; IQR0.25%; floor0.25%),n_a,n_a,MEMORY-LOCALITY(packed-weight contiguous streaming+register tiling; L1 capability-keyed routing repack-vs-blockdot NOT codegen-superiority),n_a,n_a,n_a,n_a,n_a,measured-sealed(NOT-8-gate:②VLEN256-lit+③k1-objdump+④amdahl/multi-prompt PENDING;correctness=FMA-bounded-ULP+greedy3/3;SPEC-cotenant-in-floor),rvv-openEuler-VLEN128-64c-gcc15.2.0-fullmarch-glibc2.38-gov=perf-2.6GHz-0%span,2026-07-06-D-board-return(sealed),experiments/sealed/repack/rvv-vlen128-q4_0-gemm-constructed-sealed/{constructed_evidence.json,objdump_fingerprint.txt,NOTES.md},5c010b2b
q4_0|q4_0|repack-gevm|e2e-decode-tg32|n10-paired,constructed-gevm-deployed(q4_0_16x1 compiler-emitted),mechanism,constructed-strong,tcrv-llamacpp/build-gcc15-rv64gcv (deployed compiler-emitted q4_0 REPACK GEVM decode),greedy-token-sealed(3/3 A==B)+FMA-fold-bounded-ULP(silicon-validation-batch-1 q4_0_repack),repack-m1/vlen=128,yes(shares repack.o mechanism seal; objdump_fingerprint.txt),n_a,n_a,n_a,n_a,llama.cpp-upstream-native build-gcc15-rv64gcv (unpatched upstream ggml block-dot; git f3e1828),factory-block-dot,1.9102x-e2e-decode(ours 9.022/stock 4.723 t/s; DIFFERENCE; CI[1.904,1.9196]; IQR0.75%),n_a,n_a,BANDWIDTH-BOUND(ours ~100% of 5.23GB/s 4-core read wall SATURATED / stock ~53% UNDER; ceiling-bounded WIN; VLEN-flip MIRROR of k1/VLEN256 0.854x GAP),n_a,n_a,n_a,n_a,n_a,measured-sealed(companion-to-prefill;NOT-8-gate;board-split:k1/VLEN256 decode=0.854x GAP),rvv-openEuler-VLEN128-64c-gcc15.2.0-fullmarch-glibc2.38-gov=perf-2.6GHz-0%span,2026-07-06-D-board-return(sealed),experiments/sealed/repack/rvv-vlen128-q4_0-gemm-constructed-sealed/{constructed_evidence.json,bandwidth_analysis.txt},5c010b2b
